45.73;40.03;36.3;black
67.74;61.97;58.33;black
78.86;54.56;23.67;black
9.47;8.29;9.47;black
73.66;66.81;57.23;black
52.48;45.72;42.27;black
56.21;51.49;49.82;black
18.36;14.04;17.2;black
18.44;14.21;17.0;black
54.9;50.07;48.71;black
26.47;23.86;24.59;black
26.37;23.41;23.77;black
26.42;23.78;24.3;black
56.02;51.23;49.46;black
26.13;23.27;23.71;black
10.24;8.82;9.77;black
71.99;66.54;62.83;black
67.28;61.6;58.18;black
61.33;56.28;54.63;black
49.71;46.5;44.24;black
9.41;8.37;9.45;black
69.35;63.65;60.49;black
61.66;54.12;46.75;black
16.09;12.42;12.59;black
17.28;13.89;14.34;black
18.12;14.53;15.33;black
49.9;43.6;40.02;black
22.52;25.04;22.92;black
28.25;26.51;27.14;black
12.18;15.99;10.3;black
85.76;78.48;75.52;black
25.56;21.42;22.07;black
54.77;49.92;48.28;black
18.68;14.77;15.4;black
55.45;50.61;48.88;black
68.31;60.49;52.89;black
87.27;61.75;27.18;black
79.03;72.08;69.01;black
55.83;51.13;49.39;black
11.84;15.52;9.86;black
70.4;64.32;61.0;black
12.19;15.88;10.15;black
74.43;68.42;65.17;black
49.99;43.41;39.93;black
18.05;14.46;16.6;black
50.66;44.7;40.96;black
12.14;16.06;10.15;black
82.47;57.26;24.82;black
29.71;27.66;28.44;black
18.45;14.21;16.95;black
66.51;59.24;51.53;black
27.52;26.02;26.55;black
9.43;7.91;9.39;black
74.68;68.99;65.5;black
76.13;69.67;66.36;black
67.99;60.43;51.57;black
66.99;61.42;58.07;black
55.95;51.22;49.45;black
11.9;15.87;10.04;black
70.81;48.51;19.24;black
9.38;8.43;9.13;black
18.14;15.36;15.92;black
17.17;13.27;13.28;black
26.17;23.18;24.33;black
29.84;25.3;22.53;black
26.67;22.74;24.06;black
29.39;27.1;27.67;black
69.23;63.82;62.13;black
79.9;55.61;24.18;black
46.14;40.18;36.64;black
17.69;13.91;14.27;black
54.44;49.5;47.9;black
30.58;26.32;23.4;black
17.81;14.37;14.59;black
69.6;64.27;62.2;black
55.39;50.38;48.89;black
59.07;51.74;47.93;black
12.1;15.58;9.98;black
9.43;8.35;9.44;black
67.66;61.66;59.0;black
18.38;13.97;17.27;black
25.97;21.14;18.58;black
67.06;59.64;51.87;black
76.32;70.0;66.64;black
30.47;28.03;28.54;black
22.13;25.17;22.89;black
22.84;18.96;16.97;black
44.48;39.16;35.46;black
29.53;25.22;22.52;black
64.22;56.57;49.55;black
65.52;57.91;49.37;black
24.84;21.4;22.6;black
55.86;50.76;49.06;black
75.99;69.5;66.17;black
26.65;22.08;19.22;black
16.12;12.22;12.32;black
23.02;26.37;23.8;black
22.89;24.89;22.84;black
9.63;8.4;9.53;black
49.96;44.04;40.34;black
69.08;63.8;61.86;black
12.1;15.83;10.1;black
27.13;24.3;25.31;black
55.86;50.89;49.02;black
26.44;22.46;22.86;black
17.12;13.35;13.58;black
27.6;25.25;26.46;black
72.21;66.52;62.95;black
50.68;46.07;44.5;black
18.26;15.18;16.04;black
29.24;26.61;27.34;black
74.31;68.52;65.03;black
18.33;14.2;17.02;black
9.19;8.29;9.18;black
81.46;56.43;24.86;black
71.55;65.95;62.48;black
28.96;26.7;27.75;black
62.92;57.19;54.72;black
9.85;8.46;9.48;black
70.5;64.7;62.8;black
69.49;64.19;62.14;black
11.63;15.67;10.03;black
22.04;23.97;22.08;black
61.0;53.65;46.5;black
29.79;25.4;22.62;black
54.86;49.96;48.29;black
55.85;50.97;49.39;black
10.15;8.69;9.66;black
70.68;65.28;61.68;black
55.17;50.53;48.98;black
30.67;26.19;23.33;black
29.78;25.34;22.48;black
57.78;52.92;50.76;black
29.8;25.3;22.48;black
55.16;50.36;48.8;black
72.27;66.63;63.01;black
23.97;20.33;21.51;black
55.88;51.15;49.41;black
57.76;52.71;50.91;black
18.35;14.22;16.58;black
66.82;61.15;57.53;black
23.35;19.5;16.8;black
9.57;8.34;9.38;black
12.38;16.98;11.24;black
66.54;61.16;59.2;black
11.81;16.4;10.48;black
54.79;49.73;47.95;black
18.86;16.02;16.46;black
81.12;56.05;24.12;black
22.97;24.9;22.47;black
22.4;25.3;23.12;black
18.55;14.33;16.68;black
11.76;15.9;10.12;black
75.76;69.8;66.41;black
78.97;55.09;23.17;black
29.56;27.08;28.34;black
9.41;8.36;9.26;black
47.16;44.25;41.8;black
125.66;119.29;107.38;black
18.26;14.0;16.95;black
48.28;45.37;43.01;black
22.56;25.58;23.73;black
9.99;8.43;9.49;black
18.0;14.5;15.07;black
80.93;56.0;24.53;black
55.38;50.32;48.44;black
27.87;23.55;20.9;black
84.37;76.81;73.76;black
50.38;46.59;43.85;black
18.78;15.08;17.47;black
88.37;61.91;27.55;black
85.0;59.08;26.21;black
49.04;46.24;43.78;black
69.18;63.92;61.97;black
22.48;25.17;22.97;black
18.46;15.29;16.97;black
60.44;53.02;49.28;black
83.7;76.08;73.08;black
27.67;25.65;26.33;black
47.31;41.61;37.9;black
56.64;51.86;49.91;black
66.95;61.29;57.77;black
72.61;66.8;63.49;black
53.18;49.61;46.6;black
75.88;69.56;66.24;black
26.05;22.07;22.34;black
17.43;13.98;14.27;black
82.91;58.0;25.62;black
74.56;50.86;21.04;black
30.03;25.64;22.71;black
65.88;58.54;51.4;black
54.13;46.69;43.25;black
66.86;61.48;57.99;black
67.94;62.35;60.43;black
17.64;13.66;16.19;black
54.66;49.68;48.02;black
78.11;71.56;68.34;black
53.98;46.67;43.34;black
26.79;24.78;25.31;black
18.04;13.86;17.16;black
61.74;54.36;50.3;black
66.27;60.77;57.38;black
12.01;15.84;10.19;black
48.68;42.3;38.8;black
22.9;24.59;22.55;black
22.08;25.36;23.19;black
56.03;51.3;49.58;black
18.15;15.32;15.92;black
65.36;58.1;50.88;black
23.34;19.23;20.67;black
12.77;17.05;10.84;black
78.57;71.82;69.82;black
11.95;16.81;10.78;black
22.65;24.72;22.32;black
11.89;15.77;10.07;black
67.93;62.68;60.96;black
12.7;16.9;10.74;black
15.03;19.02;12.8;black
9.29;8.34;9.29;black
67.34;45.67;17.67;black
56.54;51.79;50.34;black
26.07;21.49;18.88;black
27.77;25.73;26.81;black
79.46;72.24;70.18;black
22.76;24.06;22.65;black
